clinica,nombre_completo,cmp,codigo_medico,activo,experiencia,url_imagen,url_cita,especialidad_slug,especialidad,description_card,sede_slug,sede_title,sede_adress,distrito,tipo_atencion_slug,tipo_atencion_title,dia,hora_inicio,hora_fin,fecha_scraping
Clínica San Pablo,Dr. Oscar Manuel Acosta Tapia,27213,14770065,True,tÃƒÂ­lde,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-30048.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,medicina-interna,Medicina Interna,Médico especialista en Medicina Interna,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Sábado,10:00,01:00,2025-11-22
Clínica San Pablo,Dr. Oscar Manuel Acosta Tapia,27213,14770065,True,tÃƒÂ­lde,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-30048.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,medicina-interna,Medicina Interna,Médico especialista en Medicina Interna,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,04:00,08:00,2025-11-22
Clínica San Pablo,Dr. Oscar Manuel Acosta Tapia,27213,14770065,True,tÃƒÂ­lde,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-30048.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,medicina-interna,Medicina Interna,Médico especialista en Medicina Interna,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,04:00,08:00,2025-11-22
Clínica San Pablo,Dr. Oscar Manuel Acosta Tapia,27213,14770065,True,tÃƒÂ­lde,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-30048.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,medicina-interna,Medicina Interna,Médico especialista en Medicina Interna,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,04:00,08:00,2025-11-22
Clínica San Pablo,Dr. Oscar Manuel Acosta Tapia,27213,14770065,True,tÃƒÂ­lde,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-30048.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,medicina-interna,Medicina Interna,Médico especialista en Medicina Interna,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,04:00,08:00,2025-11-22
Clínica San Pablo,Dr. Oscar Manuel Acosta Tapia,27213,14770065,True,tÃƒÂ­lde,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-30048.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,medicina-interna,Medicina Interna,Médico especialista en Medicina Interna,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,04:00,08:00,2025-11-22
Clínica San Pablo,Dr. Angel Eduardo Aguado Coronel,52559,14770144,True,"1. Formación Académica: Maestría en docencia e investigación (Universidad de San Martín de Porres) Maestrado en física nuclear - Médica (Universidad Nacional de Ingeniería) 2. Experiencia Profesional: - Médico especialista en Neurocirugía (alteraciones estructurales y funcionales del cerebro, medula y nervios periféricos) -  Jefe de División de Neurocirugía Endovascular Hospital Central de la Fuerza Área. - Médico Neurocirujano - Endovascular (Cartagena - Colombia) - Neurocirugía Funcional (Buenos Aires - Argentina) - Neurocirujano coordinador (JOIN) de la clínica San Pablo Surco",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-27213.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,neurocirugia,Neurocirugia,Médico especialista en Neurocirugia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,01:20,07:00,2025-11-22
Clínica San Pablo,Dr. Paul Francis Alania Chavez,40767,14770106,True,"1. ESTUDIOS: - Universidad Nacional Mayor de San Marcos, Médico cirujano. - Universidad Cayetano Heredia, especialidad de traumatología y ortopedia. 2. EXPERIENCIA PROFESIONAL: - Hospital Cayetano Heredia desde 2004 - a la actualidad. - Pasantía en el Complejo Hospitalario Santa Casa - San Pablo, Brasil. - Hospital Almenara, cirugía de mano 2007-2008. 3. ASOCIACIONES PROFESIONALES. - Colegio médico del Perú. - Miembro de la asociación de osteosíntesis del Perú.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-52559.png,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,cirugia-de-mano,Cirugia De Mano,Médico especialista en Cirugia De Mano,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,08:30,01:00,2025-11-22
Clínica San Pablo,Dr. Paul Francis Alania Chavez,40767,14770106,True,"1. ESTUDIOS: - Universidad Nacional Mayor de San Marcos, Médico cirujano. - Universidad Cayetano Heredia, especialidad de traumatología y ortopedia. 2. EXPERIENCIA PROFESIONAL: - Hospital Cayetano Heredia desde 2004 - a la actualidad. - Pasantía en el Complejo Hospitalario Santa Casa - San Pablo, Brasil. - Hospital Almenara, cirugía de mano 2007-2008. 3. ASOCIACIONES PROFESIONALES. - Colegio médico del Perú. - Miembro de la asociación de osteosíntesis del Perú.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-52559.png,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,cirugia-de-mano,Cirugia De Mano,Médico especialista en Cirugia De Mano,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,02:00,05:30,2025-11-22
Clínica San Pablo,Dr. Maria Del Pilar Allasi Bardales,58402,14770162,True,INFORMACION DEL MEDICO:,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-40767.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,alergia-e-inmunologia,Alergia E Inmunologia,Médico especialista en Alergia E Inmunologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,03:00,07:00,2025-11-22
Clínica San Pablo,Dr. Maria Del Pilar Allasi Bardales,58402,14770162,True,INFORMACION DEL MEDICO:,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-40767.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,alergia-e-inmunologia,Alergia E Inmunologia,Médico especialista en Alergia E Inmunologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,03:00,07:00,2025-11-22
Clínica San Pablo,Dr. Maria Del Pilar Allasi Bardales,58402,14770162,True,INFORMACION DEL MEDICO:,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-40767.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,alergia-e-inmunologia,Alergia E Inmunologia,Médico especialista en Alergia E Inmunologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,03:00,07:00,2025-11-22
Clínica San Pablo,Dr. Mariella Alvarado Florian,23536,14770054,True,1. ESTUDIOS - Especialización en Ortopedia y Traumatología. 2. EXPERIENCIA PROFESIONAL - Clínica San Pablo.,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-58402.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,traumatologia-y-cirugia-artroscopica,Traumatologia Y Cirugia Artroscopica,Médico especialista en Traumatologia Y Cirugia Artroscopica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,09:20,01:00,2025-11-22
Clínica San Pablo,Dr. Mariella Alvarado Florian,23536,14770054,True,1. ESTUDIOS - Especialización en Ortopedia y Traumatología. 2. EXPERIENCIA PROFESIONAL - Clínica San Pablo.,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-58402.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,traumatologia-y-cirugia-artroscopica,Traumatologia Y Cirugia Artroscopica,Médico especialista en Traumatologia Y Cirugia Artroscopica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,07:30,01:00,2025-11-22
Clínica San Pablo,Dr. Mariella Alvarado Florian,23536,14770054,True,1. ESTUDIOS - Especialización en Ortopedia y Traumatología. 2. EXPERIENCIA PROFESIONAL - Clínica San Pablo.,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-58402.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,traumatologia-y-cirugia-artroscopica,Traumatologia Y Cirugia Artroscopica,Médico especialista en Traumatologia Y Cirugia Artroscopica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,09:20,01:00,2025-11-22
Clínica San Pablo,Dr. Mariella Alvarado Florian,23536,14770054,True,1. ESTUDIOS - Especialización en Ortopedia y Traumatología. 2. EXPERIENCIA PROFESIONAL - Clínica San Pablo.,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-58402.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,traumatologia-y-cirugia-artroscopica,Traumatologia Y Cirugia Artroscopica,Médico especialista en Traumatologia Y Cirugia Artroscopica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,05:20,07:00,2025-11-22
Clínica San Pablo,Dr. Mariella Alvarado Florian,23536,14770054,True,1. ESTUDIOS - Especialización en Ortopedia y Traumatología. 2. EXPERIENCIA PROFESIONAL - Clínica San Pablo.,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-58402.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,traumatologia-y-cirugia-artroscopica,Traumatologia Y Cirugia Artroscopica,Médico especialista en Traumatologia Y Cirugia Artroscopica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,03:00,06:00,2025-11-22
Clínica San Pablo,Dr. Violeta Alvarado Rios,02360,14769987,True,1. ESTUDIOS: - Psicóloga y Psicoterapeuta Cognitivo-Conductual. - Psicoterapeuta Familiar Sistémica. - Maestría en Psicología Clínica y Familiar. 2. EXPERIENCIA PROFESIONAL: - Psicóloga Clínica del Servicio de Conductas Adictivas y Dermatología del Hospital Guillermo Almenara Irigoyen (EsSalud).,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-02360.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,psicologia,Psicologia,Médico especialista en Psicologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,03:00,08:00,2025-11-22
Clínica San Pablo,Dr. Violeta Alvarado Rios,02360,14769987,True,1. ESTUDIOS: - Psicóloga y Psicoterapeuta Cognitivo-Conductual. - Psicoterapeuta Familiar Sistémica. - Maestría en Psicología Clínica y Familiar. 2. EXPERIENCIA PROFESIONAL: - Psicóloga Clínica del Servicio de Conductas Adictivas y Dermatología del Hospital Guillermo Almenara Irigoyen (EsSalud).,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-02360.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,psicologia,Psicologia,Médico especialista en Psicologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,03:00,08:00,2025-11-22
Clínica San Pablo,Dr. Violeta Alvarado Rios,02360,14769987,True,1. ESTUDIOS: - Psicóloga y Psicoterapeuta Cognitivo-Conductual. - Psicoterapeuta Familiar Sistémica. - Maestría en Psicología Clínica y Familiar. 2. EXPERIENCIA PROFESIONAL: - Psicóloga Clínica del Servicio de Conductas Adictivas y Dermatología del Hospital Guillermo Almenara Irigoyen (EsSalud).,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-02360.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,psicologia,Psicologia,Médico especialista en Psicologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Sábado,08:00,01:00,2025-11-22
Clínica San Pablo,Dr. Javier Lizandro Amat Chavez,30033,14770071,True,"1. ESTUDIO: - Médico Pediatra egresado de la Universidad Nacional Mayor de San Marcos. 2. EXPERIENCIA PROFESIONAL: - Pediatra asistente del Instituto Nacional de Salud del Nińo desde 1998. - Amplia experiencia en control ambulatorio de neonatos, nińos y adolescentes. - Atención asertiva, con calidez y empatía en el manejo de las diferentes patologías pediátricas.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-02360.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,pediatria-y-neonatologia,Pediatria Y Neonatologia,Médico especialista en Pediatria Y Neonatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Sábado,10:00,01:00,2025-11-22
Clínica San Pablo,Dr. Javier Lizandro Amat Chavez,30033,14770071,True,"1. ESTUDIO: - Médico Pediatra egresado de la Universidad Nacional Mayor de San Marcos. 2. EXPERIENCIA PROFESIONAL: - Pediatra asistente del Instituto Nacional de Salud del Nińo desde 1998. - Amplia experiencia en control ambulatorio de neonatos, nińos y adolescentes. - Atención asertiva, con calidez y empatía en el manejo de las diferentes patologías pediátricas.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-02360.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,pediatria-y-neonatologia,Pediatria Y Neonatologia,Médico especialista en Pediatria Y Neonatologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Miércoles,05:00,08:00,2025-11-22
Clínica San Pablo,Dr. Jose Luis Apaza Leon,49526,14770136,True,"- Médico especialista en cirugía pediátrica. - Especializado en el tratamiento quirúrgico ante algunas enfermedades que afectan al nińo. - Brinda atención en las cirugías electivas como: cirugía de hernia no complicada, lipomas, heridas, cuerpos extrańos en: Piel, Nariz, Garganta. - Manejo en el diagnóstico, tratamiento y cuidado pre-operatorio, operación y manejo post-operatorio de los problemas que presentan el feto, lactante, escolar y adolescente.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-30033.png,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,cirugia-pediatrica,Cirugia Pediatrica,Médico especialista en Cirugia Pediatrica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,10:00,01:00,2025-11-22
Clínica San Pablo,Dr. Jose Luis Apaza Leon,49526,14770136,True,"- Médico especialista en cirugía pediátrica. - Especializado en el tratamiento quirúrgico ante algunas enfermedades que afectan al nińo. - Brinda atención en las cirugías electivas como: cirugía de hernia no complicada, lipomas, heridas, cuerpos extrańos en: Piel, Nariz, Garganta. - Manejo en el diagnóstico, tratamiento y cuidado pre-operatorio, operación y manejo post-operatorio de los problemas que presentan el feto, lactante, escolar y adolescente.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-30033.png,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,cirugia-pediatrica,Cirugia Pediatrica,Médico especialista en Cirugia Pediatrica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,10:00,01:00,2025-11-22
Clínica San Pablo,Dr. Jose Luis Apaza Leon,49526,14770136,True,"- Médico especialista en cirugía pediátrica. - Especializado en el tratamiento quirúrgico ante algunas enfermedades que afectan al nińo. - Brinda atención en las cirugías electivas como: cirugía de hernia no complicada, lipomas, heridas, cuerpos extrańos en: Piel, Nariz, Garganta. - Manejo en el diagnóstico, tratamiento y cuidado pre-operatorio, operación y manejo post-operatorio de los problemas que presentan el feto, lactante, escolar y adolescente.",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-30033.png,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,cirugia-pediatrica,Cirugia Pediatrica,Médico especialista en Cirugia Pediatrica,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,03:00,05:00,2025-11-22
Clínica San Pablo,Dr. Cintia Margoth Armas Puente,75332,14770210,True,,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-49526.png,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,neurologia,Neurologia,Médico especialista en Neurologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Viernes,09:00,01:00,2025-11-22
Clínica San Pablo,Dr. Cintia Margoth Armas Puente,75332,14770210,True,,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-49526.png,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,neurologia,Neurologia,Médico especialista en Neurologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,03:00,06:00,2025-11-22
Clínica San Pablo,Dr. Cintia Margoth Armas Puente,75332,14770210,True,,https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-49526.png,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,neurologia,Neurologia,Médico especialista en Neurologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Jueves,03:00,06:00,2025-11-22
Clínica San Pablo,Dr. Victoria Armas Rodriguez,21383,14770048,True,"1. FORMACION ACADEMICA - Titulo Bachiller de Medicina. Universidad Nacional Mayor de San Marcos - Título de Médico Cirujano. Universidad Nacional Mayor de San Marcos. - Título de Médico Especialista en Cardiología. Universidad Nacional Mayor de San Marcos - Maestría en Medicina. Universidad Peruana Cayetano Heredia. 2. EXPERIENCIA LABORAL - Medico Titular. Servicio de Holter, Mapa, EKG. Clínica San Pablo Surco. - Jefe del Servicio de Cardiología (2012 -2021). Hospital Nacional Arzobispo Loayza. - Coordinadora del Programa de Hipertensión Arterial. Servicio de Cardiología. Hospital Nacional Arzobispo Loayza. - Docente Clínica Médica. Universidad Peruana Cayetano Heredia. - Tutora de Residentado Médico de Cardiología. Universidad de San Martín de Porres. 3. AFILIACIONES / CARGOS DE RESPONSABILIDAD - Miembro del Consejo Directivo (2023-2025). Sociedad Peruana de Cardiología. - Miembro Titular. Sociedad Peruana de Cardiología. - Miembro Titular. Asociación Peruana de Estudio de la Obesidad",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-75332.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,cardiologia,Cardiologia,Médico especialista en Cardiologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Lunes,08:00,12:40,2025-11-22
Clínica San Pablo,Dr. Victoria Armas Rodriguez,21383,14770048,True,"1. FORMACION ACADEMICA - Titulo Bachiller de Medicina. Universidad Nacional Mayor de San Marcos - Título de Médico Cirujano. Universidad Nacional Mayor de San Marcos. - Título de Médico Especialista en Cardiología. Universidad Nacional Mayor de San Marcos - Maestría en Medicina. Universidad Peruana Cayetano Heredia. 2. EXPERIENCIA LABORAL - Medico Titular. Servicio de Holter, Mapa, EKG. Clínica San Pablo Surco. - Jefe del Servicio de Cardiología (2012 -2021). Hospital Nacional Arzobispo Loayza. - Coordinadora del Programa de Hipertensión Arterial. Servicio de Cardiología. Hospital Nacional Arzobispo Loayza. - Docente Clínica Médica. Universidad Peruana Cayetano Heredia. - Tutora de Residentado Médico de Cardiología. Universidad de San Martín de Porres. 3. AFILIACIONES / CARGOS DE RESPONSABILIDAD - Miembro del Consejo Directivo (2023-2025). Sociedad Peruana de Cardiología. - Miembro Titular. Sociedad Peruana de Cardiología. - Miembro Titular. Asociación Peruana de Estudio de la Obesidad",https://www.qualab.com.pe/STAFF02/staff-oracle/upload/surco/foto-75332.jpg,https://mivida.sanpablo.com.pe/PortalPaciente/Inicio,cardiologia,Cardiologia,Médico especialista en Cardiologia,surco,San Pablo Surco,Av. El Polo 789,Santiago de Surco,presencial,Presencial,Martes,08:00,12:40,2025-11-22
