clinica,nombre_completo,cmp,codigo_medico,activo,experiencia,url_imagen,url_cita,especialidad_slug,especialidad,description_card,sede_slug,sede_title,sede_adress,distrito,tipo_atencion_slug,tipo_atencion_title,dia,hora_inicio,hora_fin,fecha_scraping
Clínica Anglo Americana,"allen lengua, clifford",,195,True,"COP: 5266   Pregrado: Facultad de Odontología, Universidad Nacional Federico Villareal (1986). Posgrado: Implantología oral, Misch Implant Institute, Universidad de Pittsburg, U.S.A. (1996). Implantol...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Allen-Clifford-1.png,https://clinicaangloamericana.pe/medicos/odontologia/allen-lengua-clifford/,odontología,Odontología,Médico especialista en Odontología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Miércoles,11:00,17:00,2025-11-22
Clínica Anglo Americana,"allen lengua, clifford",,195,True,"COP: 5266   Pregrado: Facultad de Odontología, Universidad Nacional Federico Villareal (1986). Posgrado: Implantología oral, Misch Implant Institute, Universidad de Pittsburg, U.S.A. (1996). Implantol...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Allen-Clifford-1.png,https://clinicaangloamericana.pe/medicos/odontologia/allen-lengua-clifford/,odontología,Odontología,Médico especialista en Odontología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Viernes,11:00,17:00,2025-11-22
Clínica Anglo Americana,"almendariz small, luciana",67991,95906,True,Pregrado: Médico cirujano - Universidad Ricardo Palma - 2014 Posgrado: Especialista en Ginecología  –  Universidad Peruana Cayetano Heredia   - 2018 Grados académicos: Médico cirujano Médico especiali...,https://clinicaangloamericana.pe/wp-content/uploads/2022/01/DR-ALMENDARIZ-SMALL-380x380-1.jpg,https://clinicaangloamericana.pe/medicos/ginecologia-y-obstetricia/almendariz-small-luciana/,ginecología-y-obstetricia,Ginecología y Obstetricia,Médico especialista en Ginecología y Obstetricia,sede-principal,Sede Principal,,,presencial,Presencial,EMAIL,,,2025-11-22
Clínica Anglo Americana,"almendariz small, luciana",67991,95906,True,Pregrado: Médico cirujano - Universidad Ricardo Palma - 2014 Posgrado: Especialista en Ginecología  –  Universidad Peruana Cayetano Heredia   - 2018 Grados académicos: Médico cirujano Médico especiali...,https://clinicaangloamericana.pe/wp-content/uploads/2022/01/DR-ALMENDARIZ-SMALL-380x380-1.jpg,https://clinicaangloamericana.pe/medicos/ginecologia-y-obstetricia/almendariz-small-luciana/,ginecología-y-obstetricia,Ginecología y Obstetricia,Médico especialista en Ginecología y Obstetricia,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Lunes,15:00,18:30,2025-11-22
Clínica Anglo Americana,"almendariz small, luciana",67991,95906,True,Pregrado: Médico cirujano - Universidad Ricardo Palma - 2014 Posgrado: Especialista en Ginecología  –  Universidad Peruana Cayetano Heredia   - 2018 Grados académicos: Médico cirujano Médico especiali...,https://clinicaangloamericana.pe/wp-content/uploads/2022/01/DR-ALMENDARIZ-SMALL-380x380-1.jpg,https://clinicaangloamericana.pe/medicos/ginecologia-y-obstetricia/almendariz-small-luciana/,ginecología-y-obstetricia,Ginecología y Obstetricia,Médico especialista en Ginecología y Obstetricia,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Miércoles,15:00,18:30,2025-11-22
Clínica Anglo Americana,"almendariz small, luciana",67991,95906,True,Pregrado: Médico cirujano - Universidad Ricardo Palma - 2014 Posgrado: Especialista en Ginecología  –  Universidad Peruana Cayetano Heredia   - 2018 Grados académicos: Médico cirujano Médico especiali...,https://clinicaangloamericana.pe/wp-content/uploads/2022/01/DR-ALMENDARIZ-SMALL-380x380-1.jpg,https://clinicaangloamericana.pe/medicos/ginecologia-y-obstetricia/almendariz-small-luciana/,ginecología-y-obstetricia,Ginecología y Obstetricia,Médico especialista en Ginecología y Obstetricia,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Jueves,15:00,18:30,2025-11-22
Clínica Anglo Americana,"almendariz small, luciana",67991,95906,True,Pregrado: Médico cirujano - Universidad Ricardo Palma - 2014 Posgrado: Especialista en Ginecología  –  Universidad Peruana Cayetano Heredia   - 2018 Grados académicos: Médico cirujano Médico especiali...,https://clinicaangloamericana.pe/wp-content/uploads/2022/01/DR-ALMENDARIZ-SMALL-380x380-1.jpg,https://clinicaangloamericana.pe/medicos/ginecologia-y-obstetricia/almendariz-small-luciana/,ginecología-y-obstetricia,Ginecología y Obstetricia,Médico especialista en Ginecología y Obstetricia,la-molina,La Molina,"Av. La Fontana 362, La Molina",La Molina,presencial,Presencial,Lunes,09:00,13:00,2025-11-22
Clínica Anglo Americana,"altamirano del pozo, juan de dios",9160,197,True,"Pregrado: Facultad de Medicina, Universidad Nacional Mayor de San Marcos (1974) Posgrado: Neurología, Instituto de Ciencias Neurológicas, Universidad Nacional Mayor de San Marcos (1975 - 1980) Pasantí...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Altamirano-Juan-de-Dios-1.png,https://clinicaangloamericana.pe/medicos/neurologia/altamirano-del-pozo-juan-de-dios/,neurología,Neurología,Médico especialista en Neurología,sede-principal,Sede Principal,,,presencial,Presencial,EMAIL,,,2025-11-22
Clínica Anglo Americana,"altamirano del pozo, juan de dios",9160,197,True,"Pregrado: Facultad de Medicina, Universidad Nacional Mayor de San Marcos (1974) Posgrado: Neurología, Instituto de Ciencias Neurológicas, Universidad Nacional Mayor de San Marcos (1975 - 1980) Pasantí...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Altamirano-Juan-de-Dios-1.png,https://clinicaangloamericana.pe/medicos/neurologia/altamirano-del-pozo-juan-de-dios/,neurología,Neurología,Médico especialista en Neurología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Miércoles,08:30,11:30,2025-11-22
Clínica Anglo Americana,"altamirano del pozo, juan de dios",9160,197,True,"Pregrado: Facultad de Medicina, Universidad Nacional Mayor de San Marcos (1974) Posgrado: Neurología, Instituto de Ciencias Neurológicas, Universidad Nacional Mayor de San Marcos (1975 - 1980) Pasantí...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Altamirano-Juan-de-Dios-1.png,https://clinicaangloamericana.pe/medicos/neurologia/altamirano-del-pozo-juan-de-dios/,neurología,Neurología,Médico especialista en Neurología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Miércoles,15:00,18:30,2025-11-22
Clínica Anglo Americana,"altamirano del pozo, juan de dios",9160,197,True,"Pregrado: Facultad de Medicina, Universidad Nacional Mayor de San Marcos (1974) Posgrado: Neurología, Instituto de Ciencias Neurológicas, Universidad Nacional Mayor de San Marcos (1975 - 1980) Pasantí...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Altamirano-Juan-de-Dios-1.png,https://clinicaangloamericana.pe/medicos/neurologia/altamirano-del-pozo-juan-de-dios/,neurología,Neurología,Médico especialista en Neurología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Lunes,15:00,19:00,2025-11-22
Clínica Anglo Americana,"alva saavedra, john",073924,101033,True,"– Radiología Pregrado: Facultad de Medicina, Universidad Privada Antenor Orrego – La Libertad – 2016 Posgrado: Radiología – Hospital Nacional Guillermo Almenara Irigoyen / Universidad Nacional Mayor d...",https://clinicaangloamericana.pe/wp-content/uploads/2025/10/Alva-Saveedra-Jhon-1-380x380.jpg,https://clinicaangloamericana.pe/medicos/radiologia/alva-saavedra-john/,radiología,Radiología,Médico especialista en Radiología,sede-principal,Sede Principal,,,presencial,Presencial,EMAIL,,,2025-11-22
Clínica Anglo Americana,"alva saavedra, john",073924,101033,True,"– Radiología Pregrado: Facultad de Medicina, Universidad Privada Antenor Orrego – La Libertad – 2016 Posgrado: Radiología – Hospital Nacional Guillermo Almenara Irigoyen / Universidad Nacional Mayor d...",https://clinicaangloamericana.pe/wp-content/uploads/2025/10/Alva-Saveedra-Jhon-1-380x380.jpg,https://clinicaangloamericana.pe/medicos/radiologia/alva-saavedra-john/,radiología,Radiología,Médico especialista en Radiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Viernes,15:00,18:00,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,sede-principal,Sede Principal,,,presencial,Presencial,EMAIL,,,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Lunes,08:00,10:00,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Martes,08:00,10:00,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Miércoles,08:00,10:00,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Jueves,08:00,10:00,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Viernes,08:00,10:00,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Sábado,08:00,12:30,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Lunes,11:30,17:30,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Martes,11:30,17:30,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Miércoles,11:30,17:30,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Jueves,11:30,17:30,2025-11-22
Clínica Anglo Americana,"alzamora pierantoni, patricio",17695,198,True,"Pregrado: Facultad de Medicina, Escola Paulista de Medicina, Sao Paulo, Brasil Posgrado: Cardiología, Clínica Universitaria, Universidad de Navarra, Pamplona, España (1987 - 1991) Pasantías: St. Luke’...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Alzamora-Patricio-1.png,https://clinicaangloamericana.pe/medicos/cardiologia/alzamora-pierantoni-patricio/,cardiología,Cardiología,Médico especialista en Cardiología,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Viernes,11:30,17:30,2025-11-22
Clínica Anglo Americana,"ancieta coriat, marcos",14211,199,True,"Pregrado: Facultad de Medicina Universidad Nacional Mayor de San Marcos (1980) Posgrado: Radiología, Hospital Naval, Universidad Nacional Mayor de San Marcos (1983 - 1986) Pasantías: Ecografía, tomogr...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Ancieta-Marcos.png,https://clinicaangloamericana.pe/medicos/imagenes-ecografia-doppler-y-elastografia/ancieta-coriat-marcos/,"imágenes---ecografía,-doppler-y-elastografíaimágenes---mamografíaimágenes---tomografía-espiral-multicorte","Imágenes - Ecografía, Doppler y ElastografíaImágenes - MamografíaImágenes - Tomografía Espiral Multicorte","Médico especialista en Imágenes - Ecografía, Doppler y ElastografíaImágenes - MamografíaImágenes - Tomografía Espiral Multicorte",sede-principal,Sede Principal,,,presencial,Presencial,EMAIL,,,2025-11-22
Clínica Anglo Americana,"andamayo alvaro, milena dusthy",43638,200,True,"Pregrado: Facultad de Medicina, Daniel A. Carrión, Univ. San Luis Gonzaga, ICA Posgrado: Radiología, Universidad Nacional Mayor de San Marcos Certificaciones: BLS (Basic Life Support) Interés especial...",https://clinicaangloamericana.pe/wp-content/uploads/2015/04/Andamayo-Milena.png,https://clinicaangloamericana.pe/medicos/imagenes-ecografia-doppler-y-elastografia/andamayo-alvaro-milena-dusthy/,"imágenes---ecografía,-doppler-y-elastografíaimágenes---tomografía-espiral-multicorte","Imágenes - Ecografía, Doppler y ElastografíaImágenes - Tomografía Espiral Multicorte","Médico especialista en Imágenes - Ecografía, Doppler y ElastografíaImágenes - Tomografía Espiral Multicorte",sede-principal,Sede Principal,,,presencial,Presencial,EMAIL,,,2025-11-22
Clínica Anglo Americana,"angeles baca, alejandra",,100791,True,"CNP: 8729 Pregrado: Licenciada en Nutrición y Dietética – Facultad de Nutrición, Universidad Peruana de Ciencias Aplicadas Certificaciones: Certificación Internacional en Nutrición Clínica Oncológica ...",https://clinicaangloamericana.pe/wp-content/uploads/2025/08/Alejandra-Angeles-380x380.jpg,https://clinicaangloamericana.pe/medicos/nutricion/angeles-baca-alejandra/,nutrición,Nutrición,Médico especialista en Nutrición,sede-principal,Sede Principal,,,presencial,Presencial,EMAIL,,,2025-11-22
Clínica Anglo Americana,"angeles baca, alejandra",,100791,True,"CNP: 8729 Pregrado: Licenciada en Nutrición y Dietética – Facultad de Nutrición, Universidad Peruana de Ciencias Aplicadas Certificaciones: Certificación Internacional en Nutrición Clínica Oncológica ...",https://clinicaangloamericana.pe/wp-content/uploads/2025/08/Alejandra-Angeles-380x380.jpg,https://clinicaangloamericana.pe/medicos/nutricion/angeles-baca-alejandra/,nutrición,Nutrición,Médico especialista en Nutrición,san-isidro,San Isidro,"Alfredo Salazar N° 350, San Isidro",San Isidro,presencial,Presencial,Miércoles,15:00,18:45,2025-11-22
Clínica Anglo Americana,"ángeles padilla, bethsabé",63357,94459,True,"Pregrado: Médico Cirujano – Escuela Latinoamerica de Medicina – Facultad de Ciencias Médicas de Granma , Cuba 2006 – 2012. Titulo emitido el 11 de Julio del 2012 Posgrado: Especialista en Neumología –...",https://clinicaangloamericana.pe/wp-content/uploads/2021/08/Dr.Angeles-380x380.jpg,https://clinicaangloamericana.pe/medicos/neumologia/angeles-padilla-bethsabe/,neumologíatrastornos-del-sueño,NeumologíaTrastornos del Sueño,Médico especialista en NeumologíaTrastornos del Sueño,sede-principal,Sede Principal,,,presencial,Presencial,EMAIL,,,2025-11-22
